id,date,time,pond_id,pond_size,fish_number,temperature,oxygen,salinity,Ph,water_quality,fish_weight,fish_liveness,feed_interval,feed_weight
31,2024-01-31,14:01:36,A01,8,53687,15.9,5.9,0.17,7.0,99.7,91.3,2920.0,22.2,131.94
32,2024-02-01,08:40:59,A01,8,53674,17.0,6.3,0.15,7.0,98.0,92.7,4665.0,18.7,158.95
33,2024-02-02,10:13:31,A01,8,53665,17.0,5.9,0.15,7.0,98.2,94.0,2540.0,25.5,154.95
34,2024-02-03,17:25:59,A01,8,53654,16.5,5.6,0.15,7.0,95.3,95.3,3956.0,31.2,143.89
35,2024-02-04,10:31:55,A01,8,53645,16.9,6.0,0.15,7.0,99.0,96.7,2519.0,17.1,159.11
36,2024-02-05,09:50:28,A01,8,53636,16.2,5.8,0.16,7.0,95.9,98.0,2765.0,23.3,145.47
37,2024-02-06,13:50:49,A01,8,53628,16.8,6.2,0.15,7.0,95.4,99.3,3367.0,28.0,164.84
38,2024-02-07,10:34:31,A01,8,53618,16.9,5.8,0.15,7.0,97.6,100.7,3088.0,20.7,162.3
39,2024-02-08,10:34:30,A01,8,53606,17.0,6.1,0.17,7.0,99.3,102.0,2975.0,24.0,171.0
40,2024-02-09,09:47:31,A01,8,53598,17.6,6.3,0.17,7.0,98.7,103.3,4797.0,23.2,188.42
41,2024-02-10,17:35:39,A01,8,53589,16.1,6.6,0.19,7.0,99.0,104.7,2653.0,31.8,165.35
42,2024-02-11,11:22:22,A01,8,53579,17.1,6.3,0.17,7.0,95.5,106.0,2631.0,17.8,183.15
43,2024-02-12,09:45:30,A01,8,53568,16.4,6.4,0.15,7.0,99.0,107.3,4795.0,22.4,173.16
44,2024-02-13,09:33:17,A01,8,53556,16.3,6.8,0.17,7.0,99.0,108.7,3588.0,23.8,179.48
45,2024-02-14,16:22:21,A01,8,53545,16.4,6.9,0.17,7.0,99.4,110.0,3920.0,30.8,185.54
46,2024-02-15,16:57:49,A01,8,53536,16.6,6.8,0.18,7.0,99.6,111.3,3457.0,24.6,190.27
47,2024-02-16,09:27:20,A01,8,53526,16.0,6.6,0.17,7.0,99.5,112.7,3859.0,16.5,175.95
48,2024-02-17,16:39:07,A01,8,53517,17.7,6.7,0.17,7.0,95.0,114.0,3941.0,31.2,217.86
49,2024-02-18,13:26:46,A01,8,53507,16.1,6.2,0.2,7.0,97.5,115.3,4884.0,20.8,174.88
50,2024-02-19,08:50:19,A01,8,53496,16.6,5.9,0.17,7.0,99.3,116.7,4571.0,19.4,182.82
51,2024-02-20,11:05:17,A01,8,53488,16.4,6.2,0.15,7.0,95.0,118.0,3909.0,26.2,186.43
52,2024-02-21,14:27:47,A01,8,53478,15.9,5.8,0.15,7.0,96.2,119.3,3050.0,27.4,170.33
53,2024-02-22,15:49:44,A01,8,53470,16.1,6.2,0.18,7.0,96.4,120.7,4959.0,25.4,183.22
54,2024-02-23,08:10:15,A01,8,53457,17.0,6.1,0.18,7.0,97.3,122.0,4485.0,16.3,203.75
55,2024-02-24,09:41:41,A01,8,53446,16.4,6.3,0.16,7.0,96.2,123.3,4814.0,25.5,196.42
56,2024-02-25,16:45:54,A01,8,53434,17.2,6.0,0.18,7.0,95.2,124.7,4938.0,31.1,210.64
57,2024-02-26,11:09:19,A01,8,53424,17.6,6.2,0.16,7.0,96.3,126.0,2780.0,18.4,227.01
58,2024-02-27,10:16:41,A01,8,53416,17.7,6.4,0.17,7.0,95.3,127.3,2574.0,23.1,236.07
59,2024-02-28,16:35:11,A01,8,53405,16.2,5.9,0.15,7.0,95.5,128.7,2763.0,30.3,192.31
60,2024-02-29,16:58:39,A01,8,53397,17.1,6.3,0.18,7.0,99.4,130.0,4196.0,24.4,223.62
61,2024-03-01,13:31:23,A01,8,53388,20.5,6.5,0.19,7.0,98.6,132.5,3260.0,20.5,510.05
62,2024-03-02,15:56:43,A01,8,53375,19.5,6.6,0.18,7.0,97.5,135.0,4825.0,26.4,525.03
63,2024-03-03,11:32:17,A01,8,53367,20.7,7.1,0.16,7.0,97.0,137.5,3533.0,19.6,561.04
64,2024-03-04,15:19:37,A01,8,53355,19.2,6.9,0.15,7.0,99.7,140.0,2896.0,27.8,561.39
65,2024-03-05,10:39:52,A01,8,53343,19.2,6.6,0.17,7.0,96.3,142.5,2879.0,19.3,554.43
66,2024-03-06,15:20:05,A01,8,53332,19.7,6.7,0.2,7.0,96.3,145.0,3955.0,28.7,567.63
67,2024-03-07,15:51:37,A01,8,53323,19.3,7.0,0.22,7.1,99.1,147.5,3221.0,24.5,592.29
68,2024-03-08,09:19:29,A01,8,53313,18.8,7.0,0.21,7.1,97.1,150.0,4461.0,17.5,602.83
69,2024-03-09,09:49:26,A01,8,53301,19.1,6.9,0.2,7.0,98.4,152.5,3918.0,24.5,607.79
70,2024-03-10,08:16:16,A01,8,53291,20.8,7.3,0.2,7.0,99.2,155.0,4079.0,22.4,320.15
71,2024-03-11,10:15:01,A01,8,53279,20.2,6.9,0.18,7.0,96.6,157.5,4345.0,26.0,314.37
72,2024-03-12,08:27:28,A01,8,53269,19.2,6.6,0.15,7.0,98.3,160.0,2677.0,22.2,311.46
73,2024-03-13,16:10:22,A01,8,53257,20.7,6.3,0.15,7.0,98.3,162.5,4346.0,31.7,307.31
74,2024-03-14,17:20:44,A01,8,53245,20.8,5.8,0.17,7.0,98.8,165.0,3684.0,25.2,296.22
75,2024-03-15,16:57:17,A01,8,53236,20.5,5.8,0.18,7.0,98.0,167.5,2734.0,23.6,300.35
76,2024-03-16,15:43:14,A01,8,53226,20.7,5.9,0.19,7.0,97.3,170.0,3509.0,22.8,307.57
77,2024-03-17,11:55:15,A01,8,53216,19.9,6.3,0.2,7.0,98.6,172.5,3225.0,20.2,324.31
78,2024-03-18,10:34:18,A01,8,53208,20.2,5.8,0.19,7.0,98.9,175.0,3208.0,22.7,313.31
79,2024-03-19,14:31:31,A01,8,53198,20.7,5.3,0.17,7.0,98.8,177.5,3799.0,28.0,302.13
80,2024-03-20,16:55:58,A01,8,53190,20.3,5.1,0.15,7.0,96.7,180.0,3043.0,26.4,300.36
81,2024-03-21,14:46:14,A01,8,53181,20.1,5.4,0.15,7.0,95.2,182.5,3387.0,21.8,314.52
82,2024-03-22,13:58:46,A01,8,53172,20.6,5.6,0.15,7.0,98.0,185.0,3937.0,23.2,325.56
83,2024-03-23,12:56:57,A01,8,53160,19.5,5.3,0.15,7.0,96.6,187.5,3674.0,23.0,319.58
84,2024-03-24,12:42:02,A01,8,53148,19.4,5.6,0.15,7.0,97.9,190.0,3537.0,23.8,334.21
85,2024-03-25,12:21:35,A01,8,53136,20.0,5.7,0.15,7.0,99.8,192.5,3098.0,23.7,342.05
86,2024-03-26,08:12:37,A01,8,53129,20.4,6.0,0.17,7.0,99.9,195.0,3131.0,19.9,356.44
87,2024-03-27,16:45:46,A01,8,53121,19.5,6.5,0.18,7.0,96.6,197.5,3886.0,32.6,378.62
88,2024-03-28,09:00:49,A01,8,53110,19.4,6.6,0.21,7.1,99.1,200.0,3495.0,16.3,385.8
89,2024-03-29,09:03:14,A01,8,53101,19.1,6.3,0.2,7.0,95.3,202.5,3484.0,24.0,379.89
90,2024-03-30,13:28:44,A01,8,53093,19.4,6.1,0.22,7.1,97.9,205.0,3424.0,28.4,376.29
91,2024-03-31,13:13:12,A01,8,53082,18.8,6.4,0.24,7.1,98.4,207.5,3379.0,23.7,391.31
92,2024-04-01,12:03:48,A01,8,53073,23.4,5.9,0.25,7.1,97.2,210.0,2524.0,22.8,376.53
93,2024-04-02,14:18:36,A01,8,53063,23.0,5.9,0.25,7.1,96.1,212.5,3321.0,26.2,380.94
94,2024-04-03,17:27:57,A01,8,53050,23.0,5.4,0.25,7.1,99.8,215.0,2597.0,27.2,365.87
95,2024-04-04,10:30:36,A01,8,53042,24.5,5.1,0.26,7.1,97.7,217.5,3653.0,17.0,357.89
96,2024-04-05,17:49:03,A01,8,53034,24.0,5.5,0.25,7.1,98.3,220.0,2604.0,31.3,378.25
97,2024-04-06,11:11:35,A01,8,53025,22.6,5.4,0.23,7.1,95.3,222.5,4441.0,17.4,379.23
98,2024-04-07,10:25:44,A01,8,53016,24.4,5.0,0.23,7.1,99.3,225.0,3281.0,23.2,367.11
99,2024-04-08,12:37:40,A01,8,53005,22.9,5.0,0.22,7.1,97.1,227.5,2775.0,26.2,371.49
100,2024-04-09,14:28:02,A01,8,52994,23.6,5.0,0.22,7.1,95.3,230.0,2797.0,25.8,375.49
101,2024-04-10,12:54:32,A01,8,52982,23.1,5.0,0.22,7.1,95.1,232.5,4095.0,22.4,379.49
102,2024-04-11,16:29:36,A01,8,52970,23.8,5.0,0.21,7.1,97.8,235.0,4833.0,27.6,383.88
103,2024-04-12,16:48:53,A01,8,52960,22.7,5.4,0.23,7.1,97.7,237.5,2674.0,24.3,404.3
104,2024-04-13,11:15:16,A01,8,52949,22.7,5.1,0.23,7.1,98.4,240.0,3194.0,18.4,395.43
105,2024-04-14,12:29:26,A01,8,52937,23.4,5.0,0.25,7.1,95.6,242.5,4485.0,25.2,394.26
106,2024-04-15,09:14:21,A01,8,52927,23.1,5.0,0.22,7.1,95.1,245.0,2941.0,20.7,399.48
107,2024-04-16,08:08:44,A01,8,52917,23.8,5.1,0.19,7.0,95.1,247.5,3424.0,22.9,409.21
108,2024-04-17,12:48:37,A01,8,52908,24.3,5.0,0.18,7.0,97.0,250.0,3546.0,28.7,409.15
109,2024-04-18,10:47:55,A01,8,52896,23.5,5.5,0.16,7.0,95.3,252.5,4985.0,22.0,436.99
110,2024-04-19,11:33:22,A01,8,52885,23.9,5.3,0.15,7.0,97.1,255.0,3231.0,24.8,432.37
111,2024-04-20,08:43:17,A01,8,52873,24.4,5.6,0.17,7.0,95.6,257.5,4762.0,21.2,449.68
112,2024-04-21,13:47:05,A01,8,52863,24.0,5.8,0.15,7.0,98.5,260.0,3046.0,29.1,464.36
113,2024-04-22,12:39:14,A01,8,52852,23.6,6.2,0.15,7.0,95.4,262.5,4315.0,22.9,487.86
114,2024-04-23,16:45:39,A01,8,52842,24.2,5.9,0.15,7.0,96.8,265.0,3437.0,28.1,477.93
115,2024-04-24,12:09:37,A01,8,52832,24.3,5.9,0.17,7.0,96.8,267.5,2583.0,19.4,481.37
116,2024-04-25,17:05:37,A01,8,52824,23.3,6.0,0.16,7.0,97.3,270.0,3370.0,28.9,491.2
117,2024-04-26,14:41:54,A01,8,52813,24.4,5.5,0.17,7.0,95.6,272.5,2843.0,21.6,470.38
118,2024-04-27,14:19:41,A01,8,52804,23.2,5.6,0.18,7.0,95.9,275.0,3680.0,23.6,479.13
119,2024-04-28,08:36:53,A01,8,52792,23.5,5.3,0.16,7.0,98.3,277.5,3718.0,18.3,469.22
120,2024-04-29,14:56:38,A01,8,52783,23.4,5.4,0.15,7.0,96.7,280.0,3504.0,30.3,478.94
121,2024-04-30,14:23:33,A01,8,52770,22.7,5.0,0.15,7.0,99.9,282.5,4845.0,23.4,462.54
122,2024-05-01,12:40:54,A01,8,52759,25.7,5.0,0.16,7.0,99.6,285.0,3440.0,22.3,466.07
123,2024-05-02,14:12:42,A01,8,52748,26.8,5.0,0.19,7.0,97.1,287.5,3479.0,25.5,468.62
124,2024-05-03,12:42:46,A01,8,52737,26.5,5.1,0.19,7.0,95.1,290.0,4337.0,22.5,477.85
125,2024-05-04,09:12:29,A01,8,52726,26.6,5.0,0.21,7.1,98.0,292.5,4659.0,20.5,475.6
126,2024-05-05,15:04:10,A01,8,52715,26.6,5.0,0.21,7.1,98.9,295.0,3259.0,29.9,479.57
127,2024-05-06,14:59:05,A01,8,52707,27.2,5.0,0.2,7.0,97.4,297.5,2595.0,23.9,484.05
128,2024-05-07,16:11:43,A01,8,52695,26.9,5.0,0.22,7.1,97.7,300.0,4481.0,25.2,487.01
129,2024-05-08,13:03:57,A01,8,52685,26.9,5.0,0.24,7.1,96.8,302.5,4141.0,20.9,489.97
130,2024-05-09,12:03:17,A01,8,52677,25.8,5.4,0.25,7.1,98.3,305.0,3398.0,23.0,368.12
131,2024-05-10,17:59:16,A01,8,52665,27.1,5.7,0.25,7.1,99.8,307.5,4636.0,29.9,382.9
132,2024-05-11,16:11:56,A01,8,52654,25.6,5.8,0.27,7.1,98.8,310.0,3304.0,22.2,389.11
133,2024-05-12,08:10:30,A01,8,52643,26.5,6.1,0.29,7.1,96.8,312.5,2685.0,16.0,403.34
134,2024-05-13,12:42:20,A01,8,52633,27.0,5.7,0.3,7.2,99.7,315.0,4807.0,28.5,389.99
135,2024-05-14,16:31:35,A01,8,52621,27.2,5.7,0.28,7.1,99.9,317.5,4867.0,27.8,393.8
136,2024-05-15,08:08:40,A01,8,52610,26.2,6.0,0.27,7.1,98.0,320.0,2928.0,15.6,409.52
137,2024-05-16,12:14:17,A01,8,52598,27.5,5.7,0.29,7.1,96.4,322.5,2721.0,28.1,399.42
138,2024-05-17,14:33:05,A01,8,52586,26.4,5.9,0.28,7.1,97.6,325.0,3344.0,26.3,411.14
139,2024-05-18,14:43:54,A01,8,52575,26.3,5.5,0.3,7.2,95.5,327.5,3901.0,24.2,396.67
140,2024-05-19,17:21:11,A01,8,52565,25.6,5.3,0.27,7.1,96.5,330.0,2901.0,26.6,392.42
141,2024-05-20,17:31:36,A01,8,52557,26.1,5.8,0.27,7.1,96.0,332.5,3818.0,24.2,416.58
142,2024-05-21,12:59:20,A01,8,52548,27.2,5.9,0.28,7.1,99.5,335.0,3908.0,19.5,423.49
143,2024-05-22,08:55:03,A01,8,52538,26.0,5.4,0.28,7.1,96.8,337.5,2684.0,19.9,405.02
144,2024-05-23,13:07:22,A01,8,52527,27.3,5.6,0.26,7.1,97.4,340.0,4527.0,28.2,417.48
145,2024-05-24,08:37:21,A01,8,52518,26.5,5.9,0.28,7.1,99.2,342.5,4047.0,19.5,432.72
146,2024-05-25,12:46:05,A01,8,52506,27.2,5.9,0.29,7.1,95.8,345.0,4568.0,28.1,435.33
147,2024-05-26,15:05:57,A01,8,52496,26.8,6.1,0.29,7.1,98.6,347.5,4440.0,26.3,447.26
148,2024-05-27,09:53:58,A01,8,52484,27.5,6.2,0.28,7.1,96.7,350.0,2768.0,18.8,455.3
149,2024-05-28,08:29:51,A01,8,52476,26.7,6.4,0.27,7.1,99.2,352.5,3227.0,22.6,467.96
150,2024-05-29,12:50:53,A01,8,52465,26.8,6.1,0.27,7.1,97.0,355.0,3081.0,28.4,457.59
151,2024-05-30,11:43:56,A01,8,52454,26.4,5.8,0.29,7.1,97.6,357.5,3198.0,22.9,446.11
152,2024-05-31,09:46:18,A01,8,52446,26.0,5.9,0.3,7.2,99.0,360.0,2620.0,22.0,453.28
153,2024-06-01,09:30:02,A01,8,52434,28.8,5.4,0.3,7.2,99.2,361.7,4070.0,23.7,380.4
154,2024-06-02,12:11:40,A01,8,52422,30.0,5.0,0.28,7.1,96.8,363.3,4477.0,26.7,291.59
155,2024-06-03,12:03:17,A01,8,52410,28.6,5.3,0.28,7.1,95.3,365.0,2707.0,23.9,393.4
156,2024-06-04,08:21:44,A01,8,52399,30.0,5.0,0.27,7.1,97.7,366.7,3230.0,20.3,294.43
157,2024-06-05,17:03:11,A01,8,52388,29.9,5.1,0.26,7.1,96.3,368.3,4213.0,32.7,305.72
158,2024-06-06,12:06:17,A01,8,52376,29.6,5.0,0.23,7.1,98.2,370.0,3204.0,19.1,323.76
159,2024-06-07,11:17:19,A01,8,52365,28.3,5.0,0.24,7.1,96.4,371.7,3597.0,23.2,408.16
160,2024-06-08,15:46:13,A01,8,52353,28.2,5.0,0.25,7.1,98.6,373.3,3230.0,28.5,415.91
161,2024-06-09,17:39:04,A01,8,52345,30.1,5.0,0.27,7.1,95.4,375.0,4479.0,25.9,294.37
162,2024-06-10,11:43:30,A01,8,52334,29.3,5.0,0.26,7.1,98.0,376.7,4510.0,18.1,347.76
163,2024-06-11,15:09:33,A01,8,52322,29.9,5.0,0.24,7.1,97.7,378.3,3753.0,27.4,310.81
164,2024-06-12,09:09:44,A01,8,52312,28.9,5.0,0.25,7.1,95.3,380.0,2782.0,18.0,377.21
165,2024-06-13,08:31:42,A01,8,52304,28.2,5.1,0.25,7.1,96.5,381.7,3749.0,23.4,429.51
166,2024-06-14,12:54:24,A01,8,52294,30.0,5.2,0.26,7.1,97.1,383.3,4468.0,28.4,314.35
167,2024-06-15,17:59:17,A01,8,52283,28.3,5.4,0.27,7.1,99.8,385.0,4486.0,29.1,439.55
168,2024-06-16,13:34:16,A01,8,52271,30.2,5.7,0.29,7.1,97.5,386.7,4291.0,19.6,318.86
169,2024-06-17,10:21:57,A01,8,52259,29.8,6.1,0.29,7.1,96.0,388.3,2592.0,20.8,363.22
170,2024-06-18,12:43:55,A01,8,52247,28.5,6.3,0.27,7.1,97.8,390.0,3017.0,26.4,472.23
171,2024-06-19,17:34:32,A01,8,52237,29.0,6.8,0.25,7.1,96.7,391.7,4448.0,28.8,457.81
172,2024-06-20,13:33:11,A01,8,52227,28.5,7.1,0.28,7.1,96.9,393.3,3654.0,20.0,512.54
173,2024-06-21,10:27:39,A01,8,52218,28.4,6.7,0.26,7.1,98.8,395.0,2857.0,20.9,505.16
174,2024-06-22,08:01:14,A01,8,52207,29.3,6.7,0.23,7.1,96.9,396.7,4560.0,21.6,435.68
175,2024-06-23,17:56:51,A01,8,52197,29.6,6.4,0.25,7.1,98.0,398.3,4090.0,33.9,400.57
176,2024-06-24,15:08:31,A01,8,52187,29.0,6.6,0.24,7.1,99.0,400.0,2580.0,21.2,458.92
177,2024-06-25,12:18:30,A01,8,52177,28.2,6.4,0.26,7.1,99.2,401.7,3267.0,21.2,514.81
178,2024-06-26,15:48:58,A01,8,52167,30.0,6.5,0.24,7.1,95.6,403.3,4648.0,27.5,377.34
179,2024-06-27,14:56:11,A01,8,52156,30.0,6.4,0.26,7.1,96.2,405.0,3950.0,23.1,374.45
180,2024-06-28,16:17:53,A01,8,52148,28.3,6.6,0.29,7.1,99.3,406.7,4707.0,25.4,521.13
181,2024-06-29,11:41:32,A01,8,52139,29.5,6.5,0.3,7.2,95.5,408.3,3387.0,19.4,420.13
182,2024-06-30,13:04:06,A01,8,52127,28.2,6.6,0.3,7.2,96.6,410.0,4935.0,25.4,532.89
183,2024-07-01,15:58:51,A01,8,52116,31.4,6.8,0.29,7.1,98.9,411.7,3943.0,26.9,275.61
184,2024-07-02,11:26:40,A01,8,52107,31.4,6.6,0.3,7.2,96.7,413.3,4014.0,19.5,271.28
185,2024-07-03,11:24:36,A01,8,52096,31.7,6.9,0.3,7.2,99.5,415.0,4621.0,24.0,254.3
186,2024-07-04,12:17:42,A01,8,52084,31.1,6.4,0.27,7.1,96.9,416.7,2508.0,24.9,293.72
187,2024-07-05,11:21:01,A01,8,52075,31.8,6.4,0.29,7.1,98.6,418.3,4666.0,23.1,236.49
188,2024-07-06,10:16:43,A01,8,52064,31.6,6.6,0.3,7.2,95.2,420.0,3439.0,22.9,258.56
189,2024-07-07,17:10:59,A01,8,52056,32.1,6.6,0.3,7.2,95.5,421.7,4116.0,30.9,225.69
190,2024-07-08,09:33:35,A01,8,52045,31.3,6.5,0.28,7.1,96.4,423.3,4234.0,16.4,283.89
191,2024-07-09,16:12:33,A01,8,52036,31.9,6.8,0.29,7.1,96.9,425.0,4640.0,30.6,240.62
192,2024-07-10,11:08:06,A01,8,52027,31.3,6.6,0.28,7.1,99.3,426.7,3852.0,18.9,288.75
193,2024-07-11,09:04:39,A01,8,52019,31.9,6.7,0.27,7.1,95.6,428.3,4402.0,21.9,240.67
194,2024-07-12,09:47:10,A01,8,52009,31.6,6.3,0.3,7.2,96.2,430.0,2593.0,24.7,256.95
195,2024-07-13,14:01:05,A01,8,52000,31.8,6.1,0.3,7.2,97.6,431.7,2935.0,28.2,236.4
196,2024-07-14,13:33:25,A01,8,51988,31.6,6.0,0.28,7.1,98.5,433.3,4041.0,23.5,251.82
197,2024-07-15,11:22:32,A01,8,51976,31.9,6.0,0.29,7.1,95.3,435.0,3069.0,21.8,227.77
198,2024-07-16,09:25:36,A01,8,51966,32.4,5.9,0.3,7.2,98.1,436.7,3551.0,22.1,217.91
199,2024-07-17,15:16:49,A01,8,51957,30.6,6.1,0.3,7.2,99.5,438.3,2588.0,29.9,340.26
200,2024-07-18,15:45:46,A01,8,51948,31.3,5.6,0.3,7.2,95.7,440.0,4316.0,24.5,268.72
201,2024-07-19,09:57:53,A01,8,51937,31.8,5.7,0.29,7.1,98.4,441.7,4290.0,18.2,232.26
202,2024-07-20,14:05:45,A01,8,51926,31.4,5.5,0.27,7.1,97.5,443.3,3090.0,28.1,260.67
203,2024-07-21,09:07:04,A01,8,51919,32.4,5.1,0.24,7.1,99.0,445.0,3353.0,19.0,205.2
204,2024-07-22,17:50:06,A01,8,51908,31.0,5.4,0.23,7.1,99.7,446.7,3673.0,32.7,292.78
205,2024-07-23,15:32:08,A01,8,51901,30.7,5.4,0.24,7.1,97.0,448.3,3309.0,21.7,317.55
206,2024-07-24,17:23:40,A01,8,51892,31.3,5.7,0.23,7.1,98.8,450.0,4082.0,25.9,279.39
207,2024-07-25,11:07:23,A01,8,51880,30.8,5.4,0.2,7.0,97.4,451.7,3739.0,17.7,313.0
208,2024-07-26,14:51:35,A01,8,51868,31.9,5.6,0.2,7.0,96.2,453.3,3759.0,27.7,229.51
209,2024-07-27,13:34:48,A01,8,51860,31.6,5.4,0.19,7.0,98.4,455.0,4120.0,22.7,250.23
210,2024-07-28,08:05:45,A01,8,51851,32.5,5.4,0.16,7.0,96.8,456.7,2639.0,18.5,219.02
211,2024-07-29,09:13:54,A01,8,51843,31.5,5.1,0.15,7.0,96.8,458.3,4160.0,25.1,252.92
212,2024-07-30,13:58:05,A01,8,51832,30.5,5.0,0.18,7.0,99.2,460.0,3039.0,28.7,329.25
213,2024-07-31,17:18:38,A01,8,51823,31.1,5.0,0.16,7.0,98.2,461.7,3342.0,27.3,283.39
214,2024-08-01,08:31:03,A01,8,51814,30.2,5.0,0.17,7.0,97.8,463.3,3711.0,15.2,355.76
215,2024-08-02,14:55:07,A01,8,51805,31.4,5.0,0.17,7.0,97.3,465.0,3485.0,30.4,261.07
216,2024-08-03,08:29:59,A01,8,51793,30.9,5.0,0.17,7.0,95.2,466.7,3393.0,17.6,302.04
217,2024-08-04,17:47:10,A01,8,51783,31.0,5.1,0.16,7.0,98.6,468.3,3217.0,33.3,298.59
218,2024-08-05,12:39:28,A01,8,51775,30.2,5.2,0.15,7.0,97.5,470.0,3851.0,18.9,369.37
219,2024-08-06,13:16:50,A01,8,51765,30.5,5.7,0.15,7.0,95.2,471.7,4604.0,24.6,364.5
220,2024-08-07,15:52:54,A01,8,51753,30.8,5.3,0.16,7.0,97.9,473.3,3827.0,26.6,325.05
221,2024-08-08,08:45:43,A01,8,51742,30.4,5.7,0.19,7.0,99.2,475.0,2551.0,16.9,374.19
222,2024-08-09,15:13:29,A01,8,51734,31.5,6.0,0.21,7.1,95.6,476.7,4964.0,30.5,286.69
223,2024-08-10,13:13:09,A01,8,51726,30.4,6.1,0.2,7.0,99.8,478.3,2845.0,22.0,391.84
224,2024-08-11,16:04:33,A01,8,51714,31.4,6.4,0.2,7.0,96.6,480.0,4366.0,26.9,309.92
225,2024-08-12,14:11:16,A01,8,51706,31.2,6.3,0.21,7.1,97.0,481.7,2699.0,22.1,326.48
226,2024-08-13,16:44:23,A01,8,51698,31.1,6.0,0.19,7.0,97.8,483.3,4551.0,26.6,327.86
227,2024-08-14,09:25:10,A01,8,51689,31.0,6.0,0.19,7.0,95.9,485.0,4546.0,16.7,338.15
228,2024-08-15,10:05:51,A01,8,51681,31.1,6.4,0.22,7.1,97.7,486.7,3537.0,24.7,342.16
229,2024-08-16,16:43:06,A01,8,51673,31.6,6.5,0.2,7.0,97.9,488.3,3658.0,30.6,298.6
230,2024-08-17,09:56:32,A01,8,51662,31.5,6.9,0.2,7.0,97.0,490.0,2812.0,17.2,321.11
231,2024-08-18,14:42:13,A01,8,51650,30.5,6.5,0.23,7.1,99.6,491.7,3382.0,28.8,407.05
